test_id,wp_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,connection_type,isp_name,is_isp,network_operator_name,manufacturer,device_name,hardware_version,firmware_version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
75372829,6029579,"2019-09-01 05:51:21","89.144.xxx.xxx",36031,4233,68,"Vienna","Austria","AT",48.2088,16.3726,"kapper.net","Austria","AT","Vienna","9","Vienna",48.206,16.369,0.201007,11,"Telekom Austria","1","A1","Microsoft","RM-1104_15250","2.1.1.2","01078.00053.16236.35026",1,"Vienna, Austria","Vienna","locality","Austria","AT","Vienna","","","1010"
75372830,5973108,"2019-09-01 05:52:21","106.77.xxx.xxx",0,47,0,"Raipur","India","IN",21.1797,81.7787,"Foxtel","India","IN","Chhattisgarh","CT","Raipur",21.257,81.597,12.8462,8,"Idea Cellular","1","!dea","NOKIA","RM-1040_1001","1.0.0.0","02040.00021.15063.02004",1,"Raipur, Chhattisgarh 492001, India","Raipur","locality","India","IN","Chhattisgarh","Raipur","","492001"
75372831,5925545,"2019-09-01 05:52:44","188.162.xxx.xxx",6417,836,171,"Yoshkar-ola","Russia","RU",56.6333,47.8667,"Rostelecom","Russia","RU","Mari El Republic","ME","Yoshkar-Ola",56.586,47.870,3.21975,8,"Yota","1","Yota","Microsoft","RM-1118_14011","2.1.6.2","01078.00053.16236.35006",1,"Medvedevskiy r-n, Respublika Mariy El, Russia","Medvedevskiy rayon","administrative_area_level_2","Russia","RU","Mari El Republic","Medvedevskiy rayon","","424913"
75372832,5992822,"2019-09-01 05:53:05","37.160.xxx.xxx",2856,15795,141,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","NOKIA","RM-974_1176","6.1.0.0","02040.00019.14484.24001",2,"Italy","Italy","country","Italy","IT","","","",""
75372835,4262575,"2019-09-01 05:53:26","31.45.xxx.xxx",742,3931,80,"Ancona","Italy","IT",43.6169,13.5167,"NetoIP.com","Croatia","HR","Zadar County","13","Zadar",44.132,15.231,92.6321,8,"VIPNET","1","A1 HR","SAMSUNG","GT-I8750","15.15.1.0","2424.15.3.2",1,"Zadar, Croatia","Zadar","locality","Croatia","HR","Zadar County","Općina Zadar","","23000"
75372836,5992822,"2019-09-01 05:53:28","37.160.xxx.xxx",1233,13774,141,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","NOKIA","RM-974_1176","6.1.0.0","02040.00019.14484.24001",2,"Italy","Italy","country","Italy","IT","","","",""
75372839,5992822,"2019-09-01 05:53:53","37.160.xxx.xxx",4406,16175,141,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","NOKIA","RM-974_1176","6.1.0.0","02040.00019.14484.24001",2,"Italy","Italy","country","Italy","IT","","","",""
75372844,6048483,"2019-09-01 05:55:47","178.133.xxx.xxx",11782,1682,125,"Odessa","Ukraine","UA",46.4667,30.7333,"TeNeT Telecommunication Company","Ukraine","UA","Odessa Oblast","51","Kholodna Balka",46.594,30.592,11.0926,8,"PrJSC VF UKRAINE","1","VODAFONE UA","Microsoft","RM-1127_13784","2.0.0.0","01078.00042.16352.50016",1,"Bilyaivs'kyi district, Odessa Oblast, Ukraine","Bilyaivs'kyi district","administrative_area_level_2","Ukraine","UA","Odessa Oblast","Bilyaivs'kyi district","",""
75372848,5275353,"2019-09-01 05:58:55","188.162.xxx.xxx",8165,1276,89,"Penza","Russia","RU",53.2000,45.0167,"Rostelecom","Russia","RU","Penza Oblast","PNZ","Penza",53.195,45.000,0.75053,11,"Yota","1","Yota","Microsoft","RM-1075_1017","2.1.9.2","02177.00000.15184.36002",2,"Penza, Penza Oblast, Russia","Penza","locality","Russia","RU","Penza Oblast","gorod Penza","","440008"
75372854,6044454,"2019-09-01 06:00:09","151.0.xxx.xxx",13423,6198,94,"Nyiregyhaza","Hungary","HU",47.9531,21.7271,"Giganet Internet Kft","Hungary","HU","Hajdú-Bihar","HB","Debrecen",47.556,21.612,27.9422,11,"Vodafone Hungary","1","vodafone HU","Microsoft","RM-1127_15206","3.0.0.0","01078.00042.16352.50024",1,"Debrecen, Hungary","Debrecen","locality","Hungary","HU","Hajdú-Bihar","Debreceni","","4032"
75372866,4343430,"2019-09-01 06:05:03","176.59.xxx.xxx",2070,2536,449,"Kirishi","Russian Federation","RU",59.4500,32.0000,"OOO TK TOR","Russia","RU","Leningrad Oblast","LEN","Kirishi",59.538,31.862,7.78977,8,"T2 Mobile LLC","1","Tele2","NOKIA","RM-978_1061","4.0.5.0","02040.00021.15053.36003",1,"Kirishsky District, Leningrad Oblast, Russia","Kirishsky District","administrative_area_level_2","Russia","RU","Leningrad Oblast","Kirishsky District","","187128"
75372867,5275353,"2019-09-01 06:05:17","188.162.xxx.xxx",5337,1165,130,"Penza","Russia","RU",53.2000,45.0167,"Rostelecom","Russia","RU","Penza Oblast","PNZ","Penza",53.195,45.000,0.75053,11,"Yota","1","Yota","Microsoft","RM-1075_1017","2.1.9.2","02177.00000.15184.36002",2,"Penza, Penza Oblast, Russia","Penza","locality","Russia","RU","Penza Oblast","gorod Penza","","440008"
75372869,5520789,"2019-09-01 06:06:33","141.136.xxx.xxx",6359,1035,78,"Yerevan","Armenia","AM",40.1833,44.5167,"VivaCell-MTS","Armenia","AM","Yerevan","ER","Yerevan",40.181,44.509,0.376054,8,"UCOM LLC","1","UCOM","NOKIA","RM-1040_1009","1.0.0.0","02040.00021.14521.55003",2,"Yerevan, Armenia","Yerevan","locality","Armenia","AM","Yerevan","","",""
75372873,6019699,"2019-09-01 06:07:32","46.56.xxx.xxx",5738,1402,62,"Minsk","Belarus","BY",53.9000,27.5667,"Atlant Telecom","Belarus","BY","Minsk","HM","Minsk",53.900,27.566,0,8,"Unitary enterprise velcom","1","A1 BY","Microsoft","RM-1116_13914","4.0.3.1","01078.00053.16236.35009",2,"Minsk, Belarus","Minsk","locality","Belarus","BY","","","",""
75372888,6008306,"2019-09-01 06:12:31","176.93.xxx.xxx",3075,1477,64,"Tuusula","Finland","FI",60.4040,25.0131,"Speek","Finland","FI","Uusimaa","18","Hyvinkaeae",60.519,24.649,14.7238,11,"DNA Oyj","1","dna","NOKIA","RM-1045_1006","2.0.0.3","02540.00019.15053.26004",1,"Hyvinkää, Finland","Hyvinkää","locality","Finland","FI","Uusimaa","Hyvinkää","","05200"
75372896,6033820,"2019-09-01 06:15:58","106.77.xxx.xxx",624,970,197,"Pune","India","IN",18.5203,73.8567,"Joister Broadband","India","IN","Maharashtra","MH","Pune",18.603,73.925,7.31146,8,"Idea Cellular","1","Idea","NOKIA","RM-978_1046","3.0.4.0","02040.00021.15053.36003",1,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411047"
75372908,6025428,"2019-09-01 06:24:37","106.78.xxx.xxx",388,634,350,"Pune","India","IN",18.5203,73.8567,"YOU Broadband India Pvt. Ltd","India","IN","Maharashtra","MH","Pune",18.518,73.847,0.59808,8,"Idea Cellular","1","Idea","Microsoft","RM-1090_1001","3.0.0.0","02074.00000.15234.28006",2,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411030"
75372920,2112359,"2019-09-01 06:29:43","85.76.xxx.xxx",9083,154,62,"Tuusula","Finland","FI",60.4040,25.0131,"Speek","Finland","FI","Päijänne Tavastia","16","Orimattila",60.801,25.711,36.3205,8,"Elisa Oyj","1","elisa","NOKIA","RM-1045_1006","2.0.0.0","02540.00019.15053.26004",2,"Orimattila, Finland","Orimattila","administrative_area_level_3","Finland","FI","Orimattila","","","16300"
75372924,6048489,"2019-09-01 06:31:21","110.54.xxx.xxx",232,87,392,"Iloilo","Philippines","PH",11.0000,122.6667,"Globe Telecom","Philippines","PH","Western Visayas","06","Summit",11.116,122.664,8.03163,8,"Globe Telecom","1","GLOBE","COVIA","COVIA","0.0.0.1","1078.29.3.18",1,"Passi City, 5037 Iloilo, Philippines","Passi City","locality","Philippines","PH","Western Visayas","Iloilo","",""
75372929,5737303,"2019-09-01 06:35:53","166.137.xxx.xxx",32169,7953,81,"Little Rock, AR","United States","US",34.7361,-92.3311,"CenturyLink","United States","US","Arkansas","AR","Little Rock",34.754,-92.313,1.59903,11,"AT&T Wireless","1","AT&T","NOKIA","RM-975_1005","3.2.1.0","01061.00070.14246.29017",1,"Little Rock, AR, USA","Little Rock","locality","United States","US","Arkansas","Pulaski County","Big Rock Township","72205"
75372934,5418843,"2019-09-01 06:38:37","176.93.xxx.xxx",20344,2354,100,"Sortavala","Russian Federation","RU",61.7045,30.6879,"CityLink Ltd","Finland","FI","Uusimaa","18","Helsinki",60.182,24.950,219.509,11,"DNA Oyj","1","dna","Microsoft","RM-1085_12742","4.0.1.1","01078.00053.16236.35018",2,"Helsinki, Finland","Helsinki","locality","Finland","FI","Uusimaa","Helsinki","Helsinki","00530"
75372949,6044604,"2019-09-01 06:51:13","172.58.xxx.xxx",2436,1707,95,"Pittsburgh, PA","United States","US",40.4417,-80.0000,"Comcast","United States","US","Pennsylvania","PA","Braddock",40.425,-79.882,6.31517,11,"T-MOBILE USA","1","T-Mobile","Microsoft","RM-1073_1001","2.1.4.0","02177.00000.15203.26115",1,"Swissvale, PA, USA","Swissvale","locality","United States","US","Pennsylvania","Allegheny County","","15218"
75372952,6044604,"2019-09-01 06:52:32","172.58.xxx.xxx",2751,592,125,"Pittsburgh, PA","United States","US",40.4417,-80.0000,"Comcast","United States","US","Pennsylvania","PA","Braddock",40.426,-79.880,6.35934,11,"T-MOBILE USA","1","T-Mobile","Microsoft","RM-1073_1001","2.1.4.0","02177.00000.15203.26115",1,"Edgewood, PA, USA","Edgewood","locality","United States","US","Pennsylvania","Allegheny County","","15218"
75372953,6044604,"2019-09-01 06:53:17","172.58.xxx.xxx",2503,944,125,"Pittsburgh, PA","United States","US",40.4417,-80.0000,"Comcast","United States","US","Pennsylvania","PA","Braddock",40.426,-79.880,6.35934,11,"T-MOBILE USA","1","T-Mobile","Microsoft","RM-1073_1001","2.1.4.0","02177.00000.15203.26115",1,"Edgewood, PA, USA","Edgewood","locality","United States","US","Pennsylvania","Allegheny County","","15218"
75372956,1294061,"2019-09-01 06:56:20","213.87.xxx.xxx",32105,19093,65,"Barvikha","Russia","RU",55.7244,37.2782,"MosLine Group LLC","Russia","RU","Moscow","MOW","Moscow",55.737,37.438,6.30506,11,"MTS PJSC","1","MTS RUS","NOKIA","RM-825_eu_russia_200","2.4.5.0","3051.50009.1451.1008",1,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","121615"
75372965,5172786,"2019-09-01 07:04:16","151.68.xxx.xxx",3170,4069,124,"Rossano Veneto","Italy","IT",45.7000,11.8000,"Flynet.it","Italy","IT","Veneto","34","Castelfranco Veneto",45.682,11.965,8.10362,8,"Wind Tre","1","I WIND","NOKIA","RM-1045_1048","2.0.0.1","02540.00019.14484.37003",1,"Castelfranco Veneto TV, Italy","Castelfranco Veneto","locality","Italy","IT","Veneto","Province of Treviso","Castelfranco Veneto","31033"
75372977,6039689,"2019-09-01 07:08:15","106.219.xxx.xxx",2099,459,117,"Kanpur","India","IN",26.4499,80.3319,"Digiway Net Pvt Ltd","India","IN","Uttar Pradesh","UP","Kanpur",26.463,80.247,5.33743,11,"BHARTI Airtel","1","airtel","NOKIA","RM-994_im_india_906","2.0.0.0","3058.50000.1424.0003",1,"Kanpur, Uttar Pradesh 208001, India","Kanpur","locality","India","IN","Uttar Pradesh","Kanpur Nagar","","208020"
75372978,5912477,"2019-09-01 07:08:51","151.44.xxx.xxx",667,3153,116,"Grosseto","Italy","IT",42.7667,11.1000,"IVO by D.t.s. S.r.l.","Italy","IT","Tuscany","52","Punta Ala",42.835,10.775,17.1231,8,"Wind Tre","1","I WIND","NOKIA","RM-976_1096","4.0.0.0","02040.00019.14484.24004",1,"Castiglione della Pescaia, Province of Grosseto, Italy","Castiglione della Pescaia","administrative_area_level_3","Italy","IT","Tuscany","Province of Grosseto","Castiglione della Pescaia","58043"
75372979,6048167,"2019-09-01 07:08:57","154.154.xxx.xxx",5044,10736,650,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372981,6048167,"2019-09-01 07:09:36","154.154.xxx.xxx",7454,8141,649,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372982,6048167,"2019-09-01 07:10:12","154.154.xxx.xxx",5223,9919,649,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372985,6005681,"2019-09-01 07:10:55","45.126.xxx.xxx",3035,3469,115,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","An Giang Province","44","Binh Phu",10.418,105.348,37.4407,8,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","NOKIA","RM-914_apac_vietnam_228","1.5.0.1","3058.50000.1425.0002",1,"Hòa Bình Thạnh, Châu Thành District, An Giang Province, Vietnam","Hòa Bình Thạnh","administrative_area_level_3","Vietnam","VN","An Giang","Châu Thành District","Hòa Bình Thạnh",""
75372986,6048167,"2019-09-01 07:10:55","154.154.xxx.xxx",7507,10704,647,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372987,6048167,"2019-09-01 07:11:56","154.154.xxx.xxx",3135,10734,649,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372988,4343430,"2019-09-01 07:12:02","176.59.xxx.xxx",3382,3882,65,"Kirishi","Russian Federation","RU",59.4500,32.0000,"OOO TK TOR","Russia","RU","Leningrad Oblast","LEN","Kirishi",59.526,31.858,7.27611,8,"T2 Mobile LLC","1","Tele2","NOKIA","RM-978_1061","4.0.5.0","02040.00021.15053.36003",1,"Kirishsky District, Leningrad Oblast, Russia","Kirishsky District","administrative_area_level_2","Russia","RU","Leningrad Oblast","Kirishsky District","","187128"
75372991,6048167,"2019-09-01 07:12:36","154.154.xxx.xxx",5708,10700,649,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372994,6048167,"2019-09-01 07:13:21","154.154.xxx.xxx",3957,9427,648,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,11,"Airtel Kenya","1","AIRTELGALTE","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75372997,4960034,"2019-09-01 07:14:12","194.230.xxx.xxx",163,0,322,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373001,6043405,"2019-09-01 07:14:59","106.77.xxx.xxx",0,79,350,"Patan","India","IN",23.8493,72.1266,"EXPLORE WORLD INFRANET PVT LTD","India","IN","Gujarat","GJ","Vav",24.048,72.819,45.9281,8,"Idea Cellular","1","!dea","Microsoft","RM-1090_1001","3.0.0.0","02074.00000.15234.28006",1,"Bhavangadh, Gujarat, India","Bhavangadh","locality","India","IN","Gujarat","Banaskantha","","384330"
75373002,4960034,"2019-09-01 07:15:12","194.230.xxx.xxx",6558,5299,62,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373004,6048167,"2019-09-01 07:15:23","154.157.xxx.xxx",0,0,902,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,8,"Airtel Kenya","1","AIRTELGAH","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75373006,2142417,"2019-09-01 07:15:38","188.162.xxx.xxx",6546,9430,125,"Krasnoyarsk","Russia","RU",56.0026,92.8853,"Orion telecom, Ltd.","Russia","RU","Altai Krai","ALT","Barnaul",53.360,83.760,407.702,11,"Yota","1","Yota","NOKIA","RM-1038_1086","1.0.0.0","02177.00000.15184.36002",2,"Barnaul, Altai Krai, Russia","Barnaul","locality","Russia","RU","Altai Krai","gorod Barnaul","","656015"
75373009,4960034,"2019-09-01 07:16:50","194.230.xxx.xxx",8777,7182,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373010,5468261,"2019-09-01 07:16:52","5.168.xxx.xxx",36256,6205,62,"Correggio","Italy","IT",44.7709,10.7819,"NETandWORK s.r.l.","Italy","IT","Emilia-Romagna","45","Limidi",44.776,10.909,6.26651,11,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1104_11210","2.1.1.2","01078.00053.16236.35035",1,"41019 Grande Rosa MO, Italy","Grande Rosa","locality","Italy","IT","Emilia-Romagna","Province of Modena","Soliera","41019"
75373011,6047606,"2019-09-01 07:17:02","46.114.xxx.xxx",0,60,152,"Frankfurt","Germany","DE",50.1109,8.6821,"avrx","Germany","DE","Hesse","HE","Frankfurt am Main",50.083,8.644,2.52953,8,"O2 Deutschland","1","MEDIONmobile","NOKIA","RM-984_1000","1.0.0.0","02177.00000.15184.36005",2,"Frankfurt, Germany","Frankfurt","locality","Germany","DE","Hesse","Darmstadt","","60528"
75373012,4960034,"2019-09-01 07:17:19","194.230.xxx.xxx",10593,11161,48,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373014,4960034,"2019-09-01 07:17:48","194.230.xxx.xxx",11659,10697,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373015,4960034,"2019-09-01 07:18:36","194.230.xxx.xxx",16483,14141,62,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373016,4960034,"2019-09-01 07:18:57","194.230.xxx.xxx",13360,12807,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373017,4960034,"2019-09-01 07:19:19","194.230.xxx.xxx",15922,10771,62,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373019,4960034,"2019-09-01 07:19:46","194.230.xxx.xxx",12446,6872,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373020,6048167,"2019-09-01 07:19:52","154.157.xxx.xxx",1467,5407,617,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,8,"Airtel Kenya","1","AIRTELGAH","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75373021,5984060,"2019-09-01 07:20:17","37.168.xxx.xxx",3449,1686,101,"Courbevoie","France","FR",48.9006,2.2593,"Ozone","France","FR","UNKNOWN","??","UNKNOWN",48.858,2.338,4.65266,8,"Free Mobile SAS","1","Free","Microsoft","RM-1075_1011","2.1.9.2","02177.00000.15184.36003",2,"France","France","country","France","FR","","","",""
75373022,6029029,"2019-09-01 07:20:19","189.94.xxx.xxx",1476,486,251,"São Jose de Ribamar","Brazil","BR",-2.5172,-44.1967,"Garden Telecom","Brazil","BR","State of Maranhão","MA","São Luís",-2.585,-44.192,4.76218,8,"Claro S/A","1","Claro BR","Microsoft","RM-1068_1003","2.0.0.0","02074.00000.15234.28003",1,"São Luís, São Luís - MA, Brazil","São Luís","locality","Brazil","BR","State of Maranhão","São Luís","","65072"
75373023,4343430,"2019-09-01 07:20:21","176.59.xxx.xxx",4688,1415,82,"Kirishi","Russian Federation","RU",59.4500,32.0000,"OOO TK TOR","Russia","RU","Leningrad Oblast","LEN","Kirishi",59.526,31.858,7.27611,8,"T2 Mobile LLC","1","Tele2","NOKIA","RM-978_1061","4.0.5.0","02040.00021.15053.36003",1,"Kirishsky District, Leningrad Oblast, Russia","Kirishsky District","administrative_area_level_2","Russia","RU","Leningrad Oblast","Kirishsky District","","187128"
75373024,4960034,"2019-09-01 07:20:32","194.230.xxx.xxx",21355,14743,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373025,6048167,"2019-09-01 07:20:32","154.157.xxx.xxx",1387,4502,649,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,8,"Airtel Kenya","1","AIRTELGAH","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75373027,4960034,"2019-09-01 07:21:00","194.230.xxx.xxx",9824,10293,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373028,6048167,"2019-09-01 07:21:13","154.157.xxx.xxx",1203,3568,633,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,8,"Airtel Kenya","1","AIRTELGAH","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75373029,5984060,"2019-09-01 07:21:43","37.168.xxx.xxx",4697,1674,66,"Courbevoie","France","FR",48.9006,2.2593,"Ozone","France","FR","UNKNOWN","??","UNKNOWN",48.858,2.338,4.65266,8,"Free Mobile SAS","1","Free","Microsoft","RM-1075_1011","2.1.9.2","02177.00000.15184.36003",2,"France","France","country","France","FR","","","",""
75373030,4960034,"2019-09-01 07:21:44","194.230.xxx.xxx",25005,10274,62,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
75373031,6048167,"2019-09-01 07:21:54","154.157.xxx.xxx",1740,5710,616,"Libreville","Gabon","GA",0.4162,9.4673,"CanalBox","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,1973.87,8,"Airtel Kenya","1","AIRTELGAH","Microsoft","RM-1074_1020","2.1.6.2","02177.00000.15184.36002",2,"Kenya","Kenya","country","Kenya","KE","","","",""
75373033,4960034,"2019-09-01 07:22:06","194.230.xxx.xxx",13463,10681,46,"Duebendorf","Switzerland","CH",47.4000,8.6167,"Netstream AG","Switzerland","CH","Zurich","ZH","Volketswil / Volketswil (Dorf)",47.390,8.690,3.53984,11,"Sunrise Communications AG","1","Sunrise","NOKIA","RM-1045_1050","2.0.0.3","02540.00019.15235.40004",2,"Volketswil, Switzerland","Volketswil","locality","Switzerland","CH","Zurich","Uster District","","8604"
